ID;COMMODITY;SITE_NAME;COMPANY_NA;STATE_LOCA;COUNTY;LATITUDE;LONGITUDE;PLANT_MIN
3668;Salt;Convent Plant;Occidental Chemical Corp;Louisiana;Saint James;30051;-90832;P
3669;Salt;Salt Dept Breaux Bridge;Cargill Inc;Louisiana;Saint Martin;30273;-91899;M/P
3670;Salt;Cote Blanche Mine;IMC Global Inc;Louisiana;Saint Mary;29919;-91795;M/P
3671;Salt;Hersey Mine/Plant;IMC Global Inc;Michigan;Hillsdale;43837;-85354;M/P
3672;Salt;Rohm And Haas Manistee Plant (Morton);Rohm And Haas Co;Michigan;Manistee;44241;-86301;M/P
3673;Salt;St Clair Mine/Plant;Cargill Inc - Salt Division;Michigan;Saint Clair;42602;-82452;M/P
3674;Salt;Detroit Salt Mine;Detroit Salt Co LLC;Michigan;Wayne;42286;-83148;M/P
3675;Salt;Huck Salt Co Mine/Plant;Huck Salt Co;Nevada;Churchill;39154;-118271;M/P
3676;Salt;NM Salt and Mineral Corp Mine/Plant;New Mexico Salt And Mineral Corp;New Mexico;Eddy;32379;-10396;M/P
3677;Salt;Carlsbad Division Plant;United Salt Corp;New Mexico;Eddy;32386;-104297;M/P
3678;Salt;Rowland Mine;Rowland Trucking Co Inc;New Mexico;Lea;32734;-103163;M
3679;Salt;Hampton Corner;American Rock Salt Co LLC;New York;Livingston;42739;-77836;M/P
3680;Salt;Watkins Glen Plant;Cargill Inc - Salt Division;New York;Schuyler;42382;-76868;M/P
3681;Salt;Vacuum Pan Operation;US Salt Corp;New York;Schuyler;42406;-76888;M/P
3682;Salt;Salt Dept Cayuga;Cargill Inc;New York;Tompkins;42314;-76313;M/P
3683;Salt;Morton Salt Silver Springs Plant;Morton International Inc;New York;Wyoming;42655;-78072;M/P
3684;Salt;Texas Brine/Dale Mine;Texas Brine/Dale Brine;New York;Wyoming;42676;-78089;M
3685;Salt;Niachlor Mine;Texas Brine/Niachlor;New York;Wyoming;42826;-7809;M
3686;Salt;Cleveland UG;Cargill Inc - Salt Division;Ohio;Cuyahoga;4148;-81679;M/P
3687;Salt;Morton Salt Fairport Mine;Morton International Inc;Ohio;Lake;4175;-8135;M/P
3688;Salt;Akron Plant;Cargill Inc - Salt Division;Ohio;Summit;41043;-81547;M/P
3689;Salt;Morton Salt Rittman Plant;Morton International Inc;Ohio;Wayne;41425;-81571;M/P
3690;Salt;Okla Solar Plant;Cargill Inc;Oklahoma;Woods;36767;-99113;M/P
3691;Salt;TN Vacuum Pan;EI du Pont de Nemours & Co Inc;Tennessee;Sevier;36008;-87956;M/P
3692;Salt;Freeport Plant;Dow Chemical Co;Texas;Brazoria;2895;-95308;M
3693;Salt;Laporte/Deerpark Plants Division of Texas Brine;Oxy Chemical Corp;Texas;Chambers;29667;-95045;M
3694;Salt;Baytown Bayer Chemical;Texas Brine Co Baytown LLC;Texas;Chambers;29758;-94897;M
3695;Salt;Baytown Vac;United Salt Corp;Texas;Chambers;2976;-94897;M/P
3696;Salt;Corpus Christi;Corpus Christi Brine Service LP;Texas;Duval;27706;-97293;M
3697;Salt;Permian;Permian Brines Sales Inc;Texas;Ector;31874;-102348;M
3698;Salt;Blue Ridge Plant;United Salt Corp;Texas;Fort Bend;29582;-95517;M/P
3699;Salt;Pierce Junction Plant;Texas Brine Corp;Texas;Harris;29354;-95301;M
3700;Salt;Hockley Plant;United Salt Corp;Texas;Harris;29759;-95387;M/P
3701;Salt;Jefferson Plant;Texas Brine Corp;Texas;Jefferson;30088;-94144;M
3702;Salt;Clemville Plant;Texas Brine Corp;Texas;Matagorda;28979;-95963;M
3703;Salt;Texas Brine Corpus Christi Mine;Texas Brine/Oxy Chem Corp;Texas;San Patricio;27882;-972;M
3704;Salt;Morton Salt Grand Saline Plant & Mine;Morton International Inc;Texas;Van Zandt;32678;-95711;M/P
3705;Salt;Grand County;Moab Salt Inc;Utah;Grand;38573;-109549;M/P
3706;Salt;Sanpete County Mine;Redmond Clay & Salt Co Inc;Utah;Sanpete;39005;-111864;M/P
3707;Salt;Sevier County Mine;Redmond Clay & Salt Co Inc;Utah;Sevier;39005;-111865;M/P
3708;Salt;Timple Plant;Cargill Inc - Salt Division;Utah;Tooele;40653;-112495;M/P
3709;Salt;Grantsville Plant;Morton International Inc;Utah;Tooele;40545;-112345;M/P
3710;Salt;Great Salt Lake Minerals;Compass Minerals Group;Utah;Weber;41281;-112231;M/P
3711;Salt;NULL;PPG Industries Inc;West Virginia;Marshall;39748;-80851;M
3712;Sand and Gravel;Plant #3;O'dell Mining Co., Inc;Alabama;Autauga;324386;-866436;M/P
3713;Sand and Gravel;Pit #1;W. T. Walley & Sons, Inc.;Alabama;Baldwin;30496;-878526;M/P
3714;Sand and Gravel;Rueggs Pit;Lay Co. Mining Llc;Alabama;Baldwin;3043804;-8780188;M/P
3715;Sand and Gravel;Jemison Mine & Plant;Superior Products, Inc.;Alabama;Chilton;329792;-86765;M/P
3716;Sand and Gravel;Benchmark Plant;Superior Products, Inc.;Alabama;Chilton;3297456;-8676208;M/P
3717;Sand and Gravel;Cash Pit;Cash Sand & Gravel Co.;Alabama;Chilton;328107;-870015;M/P
3718;Sand and Gravel;Pope Pit;Fuller Gravel;Alabama;Clarke;316505;-876811;M/P
3719;Sand and Gravel;Repton Dredging Operation;Sand & Gravel Materials Llc;Alabama;Conecuh;3139867;-8721828;M/P
3720;Sand and Gravel;Clayhatchee Pit;Mark Donnell Sand Co.;Alabama;Dale;312703;-857389;M/P
3721;Sand and Gravel;Pit #1;Cosby Carmichael, Inc.;Alabama;Dallas;324;-869889;M/P
3722;Sand and Gravel;Cogle Pit;Selma Gravel, Inc.;Alabama;Dallas;3240937;-8706853;M/P
3723;Sand and Gravel;Plant 73201;Apac, Inc.;Alabama;Dallas;3228747;-8698726;M/P
3724;Sand and Gravel;Millbrook #1 Dredge;Millbrook Sand & Gravel, Inc.;Alabama;Elmore;3245258;-863338;M/P
3725;Sand and Gravel;Scott Pit;Elmore Sand & Gravel, Inc.;Alabama;Elmore;3255465;-8633486;M/P
3726;Sand and Gravel;Atmore Pit;Friese Materials, Inc.;Alabama;Escambia;310914;-873694;M/P
3727;Sand and Gravel;Pollard Pit #1;Fore Sand & Gravel Co., Inc;Alabama;Escambia;3109995;-8724387;M/P
3728;Sand and Gravel;Gilmore Pit;Campbell Sand & Gravel Co.;Alabama;Escambia;311158;-875469;M/P
3729;Sand and Gravel;Woodall Pit;Sand & Gravel Materials Llc;Alabama;Escambia;3123884;-8720045;M/P
3730;Sand and Gravel;Woodall Pit #2;Southeastern Sand & Gravel Llc;Alabama;Escambia;3099883;-8725768;M/P
3731;Sand and Gravel;G & L Sand & Gravel;G & L Sand & Gravel, Llc;Alabama;Escambia;311049;-874982;M/P
3732;Sand and Gravel;Russellville Pit;Holland Co., Inc.;Alabama;Franklin;343875;-876431;M/P
3733;Sand and Gravel;Nasag #1;North Alabama Sand & Gravel, Inc.;Alabama;Franklin;344088;-876615;M/P
3734;Sand and Gravel;Bellwood Sand Plant;Couch Ready Mix;Alabama;Geneva;311675;-857889;M/P
3735;Sand and Gravel;Cypress Pit;Davis Sand & Gravel, Inc.;Alabama;Hale;3295897;-8768548;M/P
3736;Sand and Gravel;Columbia Sand Plant;Couch Ready Mix;Alabama;Henry;3148848;-8516182;M/P
3737;Sand and Gravel;Scott Callen Sand & Gravel;Callen Enterprise, Inc.;Alabama;Lowndes;3227637;-8659617;M/P
3738;Sand and Gravel;Shorter Sand & Gravel;Martin Marietta Aggregates;Alabama;Macon;324008;-859366;M/P
3739;Sand and Gravel;Ward Sand & Gravel Pit;The Concrete Co.;Alabama;Macon;3243101;-859215;M/P
3740;Sand and Gravel;Baker Terminal;Baker Sand & Gravel Co.;Alabama;Madison;347317;-865867;M/P
3741;Sand and Gravel;Marengo County Sand & Gravel Operation;Cemex, Inc.;Alabama;Marengo;3250766;-8781228;M/P
3742;Sand and Gravel;Pit #1;Blue Ridge Sand & Gravel, Inc.;Alabama;Marion;339534;-877851;M/P
3743;Sand and Gravel;Lang Sand Plant;Apac, Inc.;Alabama;Marshall;343243;-864002;M/P
3744;Sand and Gravel;Boe Road Pit;Coastal Sand & Gravel, Inc.;Alabama;Mobile;30394;-881704;M/P
3745;Sand and Gravel;Smith Sand Pit;Smith Sand & Gravel Co.;Alabama;Mobile;307653;-881292;M/P
3746;Sand and Gravel;Plant #1;Hosea O. Weaver & Sons, Inc.;Alabama;Mobile;307275;-880577;M/P
3747;Sand and Gravel;Theodore Pit;Martin Marietta Aggregates;Alabama;Mobile;305555;-8815665;M/P
3748;Sand and Gravel;Little Hawk Pit;Little Hawk Mining Llc;Alabama;Monroe;314648;-873265;M/P
3749;Sand and Gravel;Waugh Sand & Gravel;Martin Marietta Aggregates;Alabama;Montgomery;324014;-860342;M/P
3750;Sand and Gravel;Line Creek Pit;Apac, Inc.;Alabama;Montgomery;3237407;-860155;M/P
3751;Sand and Gravel;City Pit;The Concrete Co.;Alabama;Montgomery;324048;-861818;M/P
3752;Sand and Gravel;B & R Materials;Couch Ready Mix;Alabama;Montgomery;3243427;-862788;M/P
3753;Sand and Gravel;Montgomery Pit;North Montgomery Material Llc;Alabama;Montgomery;324033;-862958;M/P
3754;Sand and Gravel;Anderson Pit;Anderson Road Material Llc;Alabama;Montgomery;324549;-862113;M/P
3755;Sand and Gravel;Dozier Mine;The Concrete Co.;Alabama;Montgomery;323994;-861063;M/P
3756;Sand and Gravel;White Sand Pit;K & S, Inc.;Alabama;Randolph;332074;-855641;M/P
3757;Sand and Gravel;Brickyard Plant;Lafarge North America, Inc.;Alabama;Russell;3242;-849703;M/P
3758;Sand and Gravel;Phenix City Plant;The Concrete Co.;Alabama;Russell;3240794;-8499548;M/P
3759;Sand and Gravel;Klatt Terminal;Anchorage Sand & Gravel Co., Inc.;Alaska;Anchorage;61123;-1498769;M/P
3760;Sand and Gravel;Palmex Pit;Qap/Aggpro;Alaska;Anchorage;611593;-1498868;M/P
3761;Sand and Gravel;Sand & Gravel Operations;Nuvuk Construction Llc.;Alaska;Anchorage;611726;-149883;M/P
3762;Sand and Gravel;Bridgewater Pit & Plant;H & H Contractors, Inc.;Alaska;Fairbanks North Star;648472;-1477583;M/P
3763;Sand and Gravel;Sand & Gravel Operation;F. S. & G. Aggregate, Inc.;Alaska;Fairbanks North Star;648139;-1476694;M/P
3764;Sand and Gravel;Lemon Creek Pit;Juneau Ready Mix, Inc.;Alaska;Juneau;583597;-1344972;M/P
3765;Sand and Gravel;Metco River Bar & Plant;Metco, Inc.;Alaska;Kenai Peninsula;601403;-1494208;M/P
3766;Sand and Gravel;Sand & Gravel Operations;Alaska Roadbuilders, Inc.;Alaska;Kenai Peninsula;605022;-151072;M/P
3767;Sand and Gravel;Kodiak Island Operations;Brechan Enterprises, Inc.;Alaska;Kodiak Island;57819;-152359;M/P
3768;Sand and Gravel;Conrock North Pit;Wilder Construction Co., Inc.;Alaska;Matanuska-Susitna;6158492;-14944888;M/P
3769;Sand and Gravel;Palmer Loading Station;Anchorage Sand & Gravel Co., Inc.;Alaska;Matanuska-Susitna;6151653;-14924796;M/P
3770;Sand and Gravel;Sand & Gravel Operation;T & J Gravel Products, Inc.;Alaska;Matanuska-Susitna;615822;-1494174;M/P
3771;Sand and Gravel;North Star Sand & Gravel;North Star Earthmovers, Inc.;Alaska;Matanuska-Susitna;626382;-1497078;M/P
3772;Sand and Gravel;Barth Pit;Day & Sons, Llc.;Arizona;Apache;3450902;-10937466;M/P
3773;Sand and Gravel;Young Block Sand Pit;Young Block Co., Inc.;Arizona;Cochise;3155593;-1102428;M/P
3774;Sand and Gravel;Sand & Gravel Operation;Huachuca Concrete, Inc.;Arizona;Cochise;3163687;-1103349;M/P
3775;Sand and Gravel;Sierra Vista Plant (#229);United Metro Materials, Inc.;Arizona;Cochise;315119;-1102397;M/P
3776;Sand and Gravel;Huachuca Concrete Pit;Huachuca Concrete, Inc.;Arizona;Cochise;315509;-1102236;M/P
3777;Sand and Gravel;Gray Mountain Pit;A Rock, Inc.;Arizona;Coconino;3575;-1114667;M/P
3778;Sand and Gravel;Mccormick;Rinker Materials Corp.;Arizona;Coconino;351433;-1111751;M/P
3779;Sand and Gravel;Globe - Bixby Plant;Rinker Materials Corp.;Arizona;Gila;334253;-1108156;M/P
3780;Sand and Gravel;Copper Hills Quarry;Kessen & Kessen, Inc.;Arizona;Gila;333961;-1107857;M/P
3781;Sand and Gravel;Pit #1, Safford Plant;W. A. Morris Sand & Gravel Co. Inc;Arizona;Graham;3280938;-1097257;M/P
3782;Sand and Gravel;Graham Pit;Smith & Bell Construction & Leasing Co.;Arizona;Graham;327465;-10962016;M/P
3783;Sand and Gravel;Tangerine Road Pit;Granite Construction Co.;Arizona;La Paz;336467;-1145247;M/P
3784;Sand and Gravel;Osborn Wash;Colorado River Sand & Rock;Arizona;La Paz;341814;-1142361;M/P
3785;Sand and Gravel;Glendale Plant (#112);United Metro Materials, Inc.;Arizona;Maricopa;3355967;-1123185;M/P
3786;Sand and Gravel;19th Ave. Plant (#111);United Metro Materials, Inc.;Arizona;Maricopa;334106;-1121197;M/P
3787;Sand and Gravel;Wickenberg Plant #10;Hanson Aggregates Of Arizona, Inc.;Arizona;Maricopa;338911;-1126633;M/P
3788;Sand and Gravel;Sun City Plant (#012);Vulcan Materials Co.;Arizona;Maricopa;3361632;-11230727;M/P
3789;Sand and Gravel;Mesa Plant;Cemex, Inc.;Arizona;Maricopa;334467;-1118533;M/P
3790;Sand and Gravel;West Plant;Cemex, Inc.;Arizona;Maricopa;334161;-1121517;M/P
3791;Sand and Gravel;Litchfield Plant;Vulcan Materials Co.;Arizona;Maricopa;3348164;-1123208;M/P
3792;Sand and Gravel;Plant #1;Sun State Rock & Materials Corp.;Arizona;Maricopa;3349567;-1122868;M/P
3793;Sand and Gravel;East & West Pits;Mesa Materials, Inc.;Arizona;Maricopa;3349123;-1117377;M/P
3794;Sand and Gravel;Plant #15;Salt River Sand & Rock;Arizona;Maricopa;334175;-1118313;M/P
3795;Sand and Gravel;Kenneth T Hall Pit #42;Pioneer Concrete Of Arizona, Inc.;Arizona;Maricopa;334512;-1119919;M/P
3796;Sand and Gravel;West 43rd Avenue Plant;Vulcan Materials Co.;Arizona;Maricopa;3339842;-11215741;M/P
3797;Sand and Gravel;Fountain Hills & Plant #1;Fort Mcdowell Materials;Arizona;Maricopa;33618;-11166191;M/P
3798;Sand and Gravel;Sun Plant;Mesa Materials, Inc.;Arizona;Maricopa;3348983;-1117414;M/P
3799;Sand and Gravel;Queen Creek Pit #75;Cemex, Inc.;Arizona;Maricopa;3325;-1116333;M/P
3800;Sand and Gravel;Abc Sand & Rock Pit;Abc Sand & Rock Co.;Arizona;Maricopa;3349897;-1122827;M/P
3801;Sand and Gravel;Plant #3;Sun State Rock & Materials Corp.;Arizona;Maricopa;3366385;-11228562;M/P
3802;Sand and Gravel;Sun City Plant #77;Cemex, Inc.;Arizona;Maricopa;3358947;-11225972;M/P
3803;Sand and Gravel;Sunland Sand & Gravel Pit;Sunland Sand & Gravel, Llc;Arizona;Maricopa;334009;-1122106;M/P
3804;Sand and Gravel;Sun City Wash Plant #5;Salt River Sand & Rock;Arizona;Maricopa;334153;-112297;M/P
3805;Sand and Gravel;River Ranch Litchfield;Hanson Aggregates Of Arizona, Inc.;Arizona;Maricopa;3340141;-11216781;M/P
3806;Sand and Gravel;Dobson Plant;Salt River Sand & Rock;Arizona;Maricopa;33444;-11187437;M/P
3807;Sand and Gravel;South West Sand & Gravel;South West Sand & Gravel;Arizona;Maricopa;335321;-1121773;M/P
3808;Sand and Gravel;Higley Plant;Salt River Sand & Rock;Arizona;Maricopa;334826;-1117195;M/P
3809;Sand and Gravel;River Ranch-El Mirage;Hanson Aggregates Of Arizona, Inc.;Arizona;Maricopa;3356225;-11231647;M/P
3810;Sand and Gravel;Rock Max;Salt River Sand & Rock;Arizona;Maricopa;334175;-1118313;M/P
3811;Sand and Gravel;Hassayampa Plant;Hanson Aggregates Of Arizona, Inc.;Arizona;Maricopa;3334823;-11270649;M/P
3812;Sand and Gravel;Buckeye Pit;Alleco Stone Llc;Arizona;Maricopa;333547;-1125896;M/P
3813;Sand and Gravel;Florence Pit & Plant #7;Fort Mcdowell Materials;Arizona;Maricopa;3304193;-11137912;M/P
3814;Sand and Gravel;Dixileta Pit;Wheeler Construction, Inc.;Arizona;Maricopa;334631;-1120303;M/P
3815;Sand and Gravel;Agua Fria Plant;West Valley Sand & Gravel, Inc.;Arizona;Maricopa;335804;-1122683;M/P
3816;Sand and Gravel;The Recycling Pit;Trp Co.;Arizona;Maricopa;334083;-1121983;M/P
3817;Sand and Gravel;Plant 6;Sun State Rock & Materials Corp.;Arizona;Maricopa;338586;-1121227;M/P
3818;Sand and Gravel;Rockland Materials Pit #1;Gti Capital Holding, Llc;Arizona;Maricopa;334148;-1121517;M/P
3819;Sand and Gravel;Goodyear Wash Plant #13;Phx San-Man;Arizona;Maricopa;334578;-1118311;M/P
3820;Sand and Gravel;Maricopa Mine #4;Chandler Ready Mix, Inc.;Arizona;Maricopa;334762;-111771;M/P
3821;Sand and Gravel;Jomax Plant (#118);Rinker Materials Corp.;Arizona;Maricopa;337536;-1122542;M/P
3822;Sand and Gravel;Avondale Plant;New West Materials Co., Llc.;Arizona;Maricopa;335748;-1121025;M/P
3823;Sand and Gravel;Bullhead Plant (#882);Rinker Materials Corp.;Arizona;Mohave;351206;-1145706;M/P
3824;Sand and Gravel;Hualapai Pit;Desert Construction, Inc.;Arizona;Mohave;351743;-1140024;M/P
3825;Sand and Gravel;Chenoweth Pit;D. L. Campbell Co., Inc.;Arizona;Mohave;345535;-1143778;M/P
3826;Sand and Gravel;Canyon Sand, Inc.;Canyon Sand, Inc.;Arizona;Mohave;358008;-1144947;M/P
3827;Sand and Gravel;Ft. Mohave Plant (#881);Rinker Materials Corp.;Arizona;Mohave;350259;-1145979;M/P
3828;Sand and Gravel;Pass Canyon;Tri-R Construction, Inc.;Arizona;Mohave;351304;-1145534;M/P
3829;Sand and Gravel;Cottonwood Wash Pit;Brimhall Sand & Rock & Bldg Materials;Arizona;Navajo;3451707;-1100824;M/P
3830;Sand and Gravel;Reidhead Sand & Rock;Reidhead Sand & Rock, Inc.;Arizona;Navajo;3446967;-1100243;M/P
3831;Sand and Gravel;Woodruff Butte;Cholla Ready Mix, Inc.;Arizona;Navajo;349395;-1100764;M/P
3832;Sand and Gravel;El Jay Crushing Plant;Hatch Construction & Paving, Inc.;Arizona;Navajo;3447928;-1101003;M/P
3833;Sand and Gravel;Cortaro Wet Plant (#23);United Metro Materials, Inc.;Arizona;Pima;323591;-1111059;M/P
3834;Sand and Gravel;Cortaro Plant (#223);United Metro Materials, Inc.;Arizona;Pima;323596;-1110931;M/P
3835;Sand and Gravel;Harrison-Escalante Plant #3;B & R Materials Corp.;Arizona;Pima;321735;-1107968;M/P
3836;Sand and Gravel;Valencia Pit;Tucson Ready Mix, Inc.;Arizona;Pima;3233063;-1110519;M/P
3837;Sand and Gravel;Orange Grove Pit;Tucson Ready Mix, Inc.;Arizona;Pima;3233168;-111076;M/P
3838;Sand and Gravel;Ina Road Pit;Cemex, Inc.;Arizona;Pima;323375;-1110758;M/P
3839;Sand and Gravel;Apex;Cemex, Inc.;Arizona;Pima;324547;-11120272;M/P
3840;Sand and Gravel;Green Valley Plant (#225);United Metro Materials, Inc.;Arizona;Pima;317578;-1110938;M/P
3841;Sand and Gravel;Swan Pit;Granite Construction Co.;Arizona;Pima;320757;-110892;M/P
3842;Sand and Gravel;Pima Cty Sand & Gravel Operation;Cemex, Inc.;Arizona;Pima;3203;-11095416;M/P
3843;Sand and Gravel;Marana Plant;New West Materials Co., Llc;Arizona;Pima;321778;-1109543;M/P
3844;Sand and Gravel;Casa Grande Plant (#449);United Metro Materials, Inc.;Arizona;Pinal;3283355;-1117436;M/P
3845;Sand and Gravel;Coolidge Plant (#447);United Metro Materials, Inc.;Arizona;Pinal;3298948;-1115192;M/P
3846;Sand and Gravel;Maricopa Plant (#141);United Metro Materials, Inc.;Arizona;Pinal;331648;-111988;M/P
3847;Sand and Gravel;Sacaton Plant (#148);United Metro Materials, Inc.;Arizona;Pinal;331501;-1118332;M/P
3848;Sand and Gravel;Bonito Pit;Kalamazoo Materials, Inc.;Arizona;Pinal;325574;-1117148;M/P
3849;Sand and Gravel;Queen Creek;B & S Enterprises;Arizona;Pinal;331998;-1115375;M/P
3850;Sand and Gravel;Plant #1;Southwest Rock Products;Arizona;Pinal;3324339;-11153238;M/P
3851;Sand and Gravel;Coolidge;Cemex, Inc.;Arizona;Pinal;3300195;-11146458;M/P
3852;Sand and Gravel;Skousen Plant;Universal Materials, Inc.;Arizona;Pinal;330159;-1115298;M/P
3853;Sand and Gravel;Queen Creek Plant (#142);Rinker Materials Corp.;Arizona;Pinal;332353;-1115287;M/P
3854;Sand and Gravel;Agua Fria Pit;Padilla Sand & Gravel Redi Mix, Inc.;Arizona;Santa Cruz;3147457;-11097043;M/P
3855;Sand and Gravel;Nogales Plant (#228);United Metro Materials, Inc.;Arizona;Santa Cruz;31421;-1109769;M/P
3856;Sand and Gravel;Yavapai Airport;Hanson Aggregates Of Arizona, Inc.;Arizona;Yavapai;346417;-1124131;M/P
3857;Sand and Gravel;Pv Pit;Flintstone Industries, Inc.;Arizona;Yavapai;345807;-1123527;M/P
3858;Sand and Gravel;B & B Materials;B & B Materials;Arizona;Yavapai;34647;-1117613;M/P
3859;Sand and Gravel;Clarkdale Pit;Hanson Aggregates Of Arizona, Inc.;Arizona;Yavapai;3476667;-11205;M/P
3860;Sand and Gravel;Camp Verde Plant (#555);Rinker Materials Corp.;Arizona;Yavapai;3464032;-11195111;M/P
3861;Sand and Gravel;Paulden  Plant (#552);Rinker Materials Corp.;Arizona;Yavapai;34902;-1124915;M/P
3862;Sand and Gravel;Yavapai Apache Sand & Rock;Yavapai Apache Sand & Rock;Arizona;Yavapai;346405;-1119336;M/P
3863;Sand and Gravel;Prescott Plant (#551);Rinker Materials Corp.;Arizona;Yavapai;34539;-1124702;M/P
3864;Sand and Gravel;Fain Pit;United Metro Materials, Inc.;Arizona;Yavapai;346654;-112225;M/P
3865;Sand and Gravel;Hwy 95 Plant (#801);United Metro Materials, Inc.;Arizona;Yuma;3271508;-1146074;M/P
3866;Sand and Gravel;Fortuna Wash Pit;H & S Developers, Inc.;Arizona;Yuma;3255108;-1143318;M/P
3867;Sand and Gravel;Blaisdale Pit;Don Kelland Materials, Inc.;Arizona;Yuma;3271667;-1144167;M/P
3868;Sand and Gravel;Superstition;Rinker Materials Corp.;Arizona;Yuma;326914;-11460965;M/P
3869;Sand and Gravel;Black Hill Pit;Black Hill Pit;Arizona;Yuma;327215;-1146178;M/P
3870;Sand and Gravel;South Yuma Plant;Donald Kelland Materials, Inc.;Arizona;Yuma;326838;-11459;M/P
3871;Sand and Gravel;Mountain Home Plant;Guy King & Sons, Inc.;Arkansas;Baxter;363192;-923947;M/P
3872;Sand and Gravel;Mountain Home Concrete Pit;Mountain Home Concrete, Inc.;Arkansas;Baxter;3629093;-9239397;M/P
3873;Sand and Gravel;Sand & Gravel Operation;R. M. Courson, Inc.;Arkansas;Bradley;334473;-922162;M/P
3874;Sand and Gravel;Harrell Plant;Martin Marietta Aggregates;Arkansas;Calhoun;3351306;-9234665;M/P
3875;Sand and Gravel;Lentz Sand & Gravel Pit;Lentz Construction Co., Inc.;Arkansas;Conway;351444;-927104;M/P
3876;Sand and Gravel;Jonesboro Pit;Razor Rock Materials Co.;Arkansas;Craighead;358342;-907561;M/P
3877;Sand and Gravel;Jonesboro Sand & Gravel Pit;Hedger Aggregate, Inc.;Arkansas;Craighead;3591564;-9070142;M/P
3878;Sand and Gravel;Arkhola Dredge & Plant;Apac, Inc.;Arkansas;Crawford;354272;-943508;M/P
3879;Sand and Gravel;Crowleys Ridge Sand & Gravel;Apac, Inc.;Arkansas;Cross;353877;-90683;M/P
3880;Sand and Gravel;Lentz Sand & Gravel Operation;Lentz Construction Co., Inc.;Arkansas;Faulkner;3514445;-9271237;M/P
3881;Sand and Gravel;Guthrey Island Pit & Plant;Ozark Materials Co., Inc.;Arkansas;Franklin;354453;-937983;M/P
3882;Sand and Gravel;Tri-County Pit & Plant;Tri-County Sand & Gravel, Inc.;Arkansas;Greene;3625;-904367;M/P
3883;Sand and Gravel;Paragould Pit;Razor Rock Materials Co.;Arkansas;Greene;3606697;-9061718;M/P
3884;Sand and Gravel;Sac Sand & Gravel Pit;Sac Sand & Gravel;Arkansas;Hot Spring;342494;-928811;M/P
3885;Sand and Gravel;Nashville Pit;Blue Bayou Sand & Gravel Co.;Arkansas;Howard;3396284;-9397305;M/P
3886;Sand and Gravel;Smith Gravel Pit;Southeast Gravel Co.;Arkansas;Lincoln;3385709;-9181223;M/P
3887;Sand and Gravel;Little River Plant;Hanson Aggregates West, Inc.;Arkansas;Little River;3376562;-9418573;M/P
3888;Sand and Gravel;Tigue Sand & Gravel Pit;Tigue Const Co., Inc.;Arkansas;Montgomery;3439383;-9360033;M/P
3889;Sand and Gravel;Prescott Plant;Hanson Aggregates West, Inc.;Arkansas;Nevada;337936;-932982;M/P
3890;Sand and Gravel;Eagle Mills;Hanson Aggregates West, Inc.;Arkansas;Ouachita;33705;-926817;M/P
3891;Sand and Gravel;Razor Rock Materials Branch 11;Razor Rock Materials Co.;Arkansas;Poinsett;3549999;-906185;M/P
3892;Sand and Gravel;Sand & Gravel Pit;Drum Sand & Gravel, Inc.;Arkansas;Poinsett;356399;-9069728;M/P
3893;Sand and Gravel;Sand Plant;Robinson, Inc.;Arkansas;Pope;352164;-931069;M/P
3894;Sand and Gravel;North Little Rock Plant & Dredge;Jeffrey Sand Co.;Arkansas;Pulaski;3475;-922467;M/P
3895;Sand and Gravel;Dredge Cora J;Jeffrey Sand Co.;Arkansas;Pulaski;347957;-922599;M/P
3896;Sand and Gravel;Jet Materials;Jet Materials;Arkansas;Randolph;363016;-909802;M/P
3897;Sand and Gravel;Cossatot Pit & Plant;Bruce Kennedy Sand & Gravel;Arkansas;Sevier;3406017;-9438168;M/P
3898;Sand and Gravel;Sevier County Aggregates;Sevier County Aggregates;Arkansas;Sevier;340473;-941995;M/P
3899;Sand and Gravel;Tidewater Sand & Gravel, Inc.;Hanson Aggregates West, Inc.;California;Alameda;378283;-1222606;M/P
3900;Sand and Gravel;Radum Operation;Hanson Aggregates West, Inc.;California;Alameda;376881;-12185;M/P
3901;Sand and Gravel;Sunol Plant;Mission Valley Rock Co.;California;Alameda;375781;-1218689;M/P
3902;Sand and Gravel;Eliot Plant (#104);Rmc Pacific Materials;California;Alameda;376583;-1218169;M/P
3903;Sand and Gravel;Pleasanton (#074);Vulcan Materials Co.;California;Alameda;3767767;-12183107;M/P
3904;Sand and Gravel;Sunol Plant (#120);Rmc Pacific Materials;California;Alameda;375661;-1218669;M/P
3905;Sand and Gravel;Goose Hill Rock;Goose Hill Rock;California;Amador;382981;-1208981;M/P
3906;Sand and Gravel;Isp Granule Product;Isp Granule Product, Inc.;California;Amador;383777;-1209829;M/P
3907;Sand and Gravel;Oroville;Granite Construction Co.;California;Butte;394161;-1216211;M/P
3908;Sand and Gravel;Lucky 7 Pit;Duke Sherwood Contracting, Inc.;California;Butte;396292;-1216083;M/P
3909;Sand and Gravel;Jones Sand Co..;Hanson Aggregates West, Inc.;California;Contra Costa;380244;-1221215;M/P
3910;Sand and Gravel;River Rock (#020);Vulcan Materials Co.;California;Fresno;3689661;-11976675;M/P
3911;Sand and Gravel;Central Valley Pit;Central Valley Ready Mix, Inc.;California;Fresno;367031;-1195039;M/P
3912;Sand and Gravel;Coalinga Plant;Granite Construction Co.;California;Fresno;361611;-1203611;M/P
